,User_Age,Income,Child_Count,Day_Cnt,Recency,Marital_Status_Joined,Education_Graduate,Education_Postgraduate,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Spent,Purchases_Z1,Purchases_Z2,Purchases_Z3
1029,33,67369.0,2,442.0,81,0,0,1,1298,0,70,37,14,42,0,1,1,0,0,0,1,1461,-1.6503287530583512,0.991894881196254,0.09131237764678722
1030,23,58401.0,0,136.0,55,0,1,0,10,0,11,17,29,29,0,0,0,0,0,0,0,96,0.9971332793208832,-1.4224807777505597,0.4610692928543592
1031,64,62307.0,1,532.0,94,0,1,0,87,13,34,10,6,10,0,0,0,0,0,0,0,160,0.7564373390298765,-0.5940402191808914,-0.6345267058154525
1032,57,43641.0,1,540.0,50,1,0,1,57,2,51,4,2,23,0,0,0,0,0,0,0,139,1.0795148098723797,-0.0025477733354836115,0.46053936658876987
1033,53,63841.0,1,526.0,64,0,0,1,635,15,100,20,7,131,0,0,0,0,0,0,0,908,-1.2540155793002274,0.598585102369025,-1.6781445184036878
1034,56,46891.0,2,422.0,91,1,0,0,43,12,23,29,15,61,0,0,0,0,0,0,0,183,0.6880877661222029,-1.1582465887921054,0.0443961178610621
1035,43,70091.0,1,52.0,11,1,0,1,964,34,137,15,0,11,0,1,0,0,0,0,0,1161,-0.2430323107797399,0.7498356127398133,-0.8943374920637106
1036,29,78075.0,1,331.0,72,1,0,1,572,8,259,34,35,80,0,0,0,0,0,0,0,988,-0.9512562931089176,-1.632087115284312,0.6513352622347656
1037,62,54809.0,1,308.0,0,1,1,0,63,6,57,13,13,22,0,0,0,0,0,0,0,174,0.5457782479258849,0.0026202176795892904,1.0083335711387142
1038,52,58113.0,1,570.0,66,1,1,0,221,104,169,102,78,84,0,0,0,0,0,1,0,758,-0.6865899555591491,1.5316931391987558,-1.2160884104718843
1039,40,51412.0,2,122.0,42,1,0,1,140,3,29,4,5,14,0,0,0,0,0,0,0,195,0.355747710291161,-0.6305156384973818,0.28402781452369374
1040,44,15287.0,0,554.0,60,0,1,0,1,2,8,4,3,13,1,0,0,0,0,0,1,31,1.7533197932900817,-0.4197996171628674,0.29519664203054796
1041,45,66636.0,1,589.0,64,1,0,1,291,10,689,84,10,0,0,0,0,0,0,0,0,1084,-1.4520428097598204,-1.4644744489453656,0.3703151168283759
1042,54,50965.0,1,70.0,87,1,0,1,544,13,85,8,6,29,1,0,0,0,0,0,0,685,-0.5150366871652998,1.7580338888792428,-1.1967687080621687
1043,45,18351.0,2,433.0,1,1,1,0,1,12,9,0,14,7,0,0,0,0,0,0,0,43,1.6067026767296324,-0.5674347352859898,-0.41607749932007654
1044,46,40451.0,1,434.0,54,1,0,1,35,0,4,0,0,10,1,0,0,0,0,0,0,49,1.3719521887608617,-1.2009996829244303,0.2137216367630029
1045,49,36317.0,1,301.0,53,1,1,0,87,3,25,3,2,13,0,0,0,0,0,0,0,133,1.291039611825249,0.015797209188128835,-0.337264116755328
1046,45,42213.0,1,455.0,96,1,1,0,309,3,24,4,3,20,0,1,0,0,0,0,0,363,0.2779419409295366,0.4525037193398875,-0.768290078653944
1047,42,65748.0,0,85.0,58,1,1,0,172,73,93,95,78,34,0,0,0,0,0,1,0,545,-1.4612365381318995,-1.2239677792563317,0.8807036669782821
1048,53,77044.0,1,658.0,12,1,1,0,625,38,242,50,34,76,1,0,0,0,0,0,0,1065,-3.1670892548603744,0.15335488164250952,0.22716587258896256
1049,55,56721.0,1,520.0,64,1,1,0,157,6,39,6,13,75,0,0,0,0,0,0,0,296,0.6206765159228008,1.126545558226237,0.6582334088211022
1050,56,42160.0,1,180.0,26,0,1,0,48,9,45,3,15,20,0,0,0,0,0,0,1,140,1.0895742490933362,0.3719509763595758,0.7952076100489325
1051,35,61559.0,1,627.0,8,0,1,0,279,83,88,32,14,34,0,0,0,0,0,0,0,530,-1.0281274950052037,-0.8127790645140474,-0.3802350562497512
1052,57,33629.0,0,316.0,49,1,0,1,132,0,16,0,0,4,0,0,0,0,0,0,0,152,1.5033612680105364,1.5278643375469332,0.5342984124275905
1053,58,68682.0,1,494.0,56,1,0,1,919,0,505,99,30,45,0,0,0,0,0,0,0,1598,-2.53793536516026,-1.143042780097443,0.5916188218118935
1054,49,34377.0,0,219.0,55,0,1,0,62,0,22,3,1,26,0,0,0,0,0,0,0,114,1.4109202982380835,-0.26656741656320293,0.20016009523301745
1055,24,8940.0,0,243.0,25,0,0,0,1,45,3,4,6,42,0,0,0,0,0,0,0,101,1.4700761427736782,0.5381456227370451,0.031625821706409325
1056,57,26228.0,2,133.0,50,1,1,0,2,6,4,3,1,9,0,0,0,0,0,0,0,25,2.1180792635091032,-0.5728172720317974,-0.286819257520971
1057,49,77297.0,1,403.0,84,0,0,0,408,61,109,48,122,41,0,0,0,1,0,0,0,789,-1.7690443786872678,-0.5660885104391586,-0.07879679706056336
1058,57,40211.0,1,260.0,30,1,1,0,51,1,7,2,1,25,1,0,0,0,0,0,0,87,1.7857392076780616,-0.04508632173707352,-0.04718756085833922
1059,59,33438.0,1,440.0,81,0,0,1,62,1,16,3,2,6,0,0,0,0,0,0,0,90,0.9039201664392044,0.16860031832632408,0.9218042291452408
1060,42,75032.0,1,245.0,74,1,0,1,952,12,180,47,12,12,0,0,0,0,0,0,0,1215,-1.3771445417629045,-0.3405491083987181,0.020214954510763546
1061,45,61284.0,0,474.0,76,0,0,1,618,15,106,20,7,45,0,1,0,0,0,0,0,811,-1.1988322531874986,0.9220702565604703,-2.1904034458810586
1062,42,22518.0,2,606.0,36,1,1,0,11,7,12,2,2,27,1,0,0,0,0,0,1,61,1.2287769597156661,-0.6551382958368289,0.33260229643058653
1063,39,54730.0,2,366.0,64,1,0,1,318,3,17,4,7,56,0,0,0,0,0,0,0,405,-0.26809515696302505,0.8319559143192851,0.791224815705213
1064,49,38452.0,1,347.0,62,1,0,1,56,0,14,0,0,2,0,0,0,0,0,0,0,72,1.473586886905393,0.352925401496671,0.03747140380766988
1065,51,44421.0,2,690.0,53,0,1,0,110,5,59,7,1,7,0,0,0,0,0,0,0,189,1.2004026756099457,1.6853693910916432,0.10856882694369338
1066,23,38197.0,0,266.0,86,1,0,1,23,0,11,2,1,3,0,0,0,0,0,0,0,40,1.3886291796875208,-1.145498688745036,0.052903322665119545
1067,51,41986.0,1,526.0,15,0,1,0,27,5,8,8,3,12,0,0,0,0,0,0,0,63,0.7441368030838097,-0.21975601521656724,0.37719398399376025
1068,28,28427.0,1,676.0,67,1,1,0,18,3,19,3,3,6,0,0,0,0,0,0,0,52,1.8024161986047205,0.010414672442321297,-0.2080058749562225
1069,41,37395.0,1,280.0,47,1,0,1,18,0,9,0,1,11,0,0,0,0,0,0,0,39,1.5742832623416525,-0.9421480307117842,-0.07369329643118884
1070,33,55249.0,2,334.0,81,1,0,1,97,1,19,2,0,11,0,0,0,0,0,0,0,130,0.502433683468071,-1.3615972468253577,0.17099273695737094
1071,56,84906.0,2,280.0,98,1,1,0,997,15,414,99,30,76,0,1,1,0,1,0,0,1631,-2.4686512247872474,-0.8425477175532328,-0.06655642717150079
1072,55,28691.0,1,427.0,56,1,1,0,5,4,13,8,0,4,0,0,0,0,0,0,0,34,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
1073,59,44213.0,0,260.0,48,0,1,0,95,11,35,0,4,7,0,0,0,0,0,0,0,152,0.9170864132341486,0.409321533746093,0.7551403329460973
1074,28,25707.0,1,615.0,18,0,0,0,1,6,2,3,6,3,0,0,0,0,0,0,0,21,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
1075,39,59062.0,1,318.0,74,1,0,1,46,1,12,3,0,9,0,0,0,0,0,0,0,71,1.059799867988193,-0.8029879596906856,0.2983806014290118
1076,59,76624.0,2,91.0,68,0,1,0,411,106,147,54,115,66,1,0,0,0,0,0,0,899,-2.548525435288827,-1.3052729096905813,0.7433807254191771
1077,43,66000.0,2,499.0,36,1,0,1,244,51,270,101,0,45,0,0,0,0,0,0,0,711,-0.2664573030049206,-1.9385515164836415,0.8414083558298275
1078,28,27683.0,1,365.0,90,1,0,1,152,9,121,12,12,45,0,0,0,0,0,0,0,351,0.6587789145511451,1.4459724052033713,-0.20038492631895194
1079,31,7500.0,1,465.0,63,0,0,0,10,17,18,8,26,40,0,0,0,0,0,0,0,119,1.6491126737221085,1.060494036285962,0.40051576016814655
1080,38,40521.0,1,58.0,82,1,1,0,12,0,5,0,0,4,0,0,0,0,0,0,0,21,1.5251868570270137,-1.3723623203169728,0.4295092205555819
1081,43,20427.0,1,34.0,63,1,0,1,5,0,4,0,0,1,0,0,0,0,0,0,0,10,2.1180792635091032,-0.5728172720317974,-0.286819257520971
1082,58,65106.0,1,73.0,55,1,1,0,790,19,133,12,0,19,0,1,0,0,0,0,0,973,-1.7706133760289118,1.3257021939126699,-0.9532895561021254
1083,42,69969.0,0,268.0,64,1,0,1,882,29,514,38,29,44,0,0,1,1,0,0,1,1536,-0.3381761515684544,-0.9622612940601162,-0.21996594783840975
1084,25,67433.0,1,360.0,51,1,1,0,615,28,259,12,48,30,0,1,0,0,0,0,0,992,-2.203722419155608,0.9145134791703861,0.3076491671259073
1085,62,77766.0,2,212.0,97,1,0,1,1004,59,265,115,59,27,1,0,0,0,0,0,1,1529,-3.2195549358308737,1.2636371840720606,-1.009928737769018
1086,47,68118.0,3,269.0,51,0,1,0,595,23,123,10,23,154,0,0,0,0,0,0,0,928,-1.3632712532322595,0.5060858069816907,-0.2028460836664822
1087,52,55158.0,1,36.0,72,1,0,1,293,0,87,4,11,23,0,0,0,0,0,0,1,418,0.14740232777167367,1.4513549419491791,-0.3296431681180578
1088,67,62972.0,0,70.0,39,1,0,0,313,15,47,20,0,192,0,0,0,0,0,0,1,587,-0.09172461517768893,0.3880047961670189,-0.5507464077463075
1089,36,74190.0,1,694.0,49,1,1,0,151,81,86,168,91,64,0,0,0,0,0,0,0,641,-1.3762099742975666,-0.6042604154657227,0.04096252920388432
1090,43,39356.0,0,42.0,21,1,1,0,15,0,2,0,0,6,1,0,0,0,0,0,0,23,1.7467710982008398,-0.979518588098301,-0.03362601932835367
1091,46,35860.0,2,450.0,37,0,0,1,15,0,8,4,2,20,1,0,0,0,0,0,0,49,1.382011627981818,-0.826500933229371,0.5483898802231654
1092,41,90687.0,1,97.0,98,0,0,1,982,17,672,23,34,51,0,0,1,0,0,0,1,1779,-1.1752752424732655,-0.7481455625352489,-0.6050790505329299
1093,39,73450.0,1,36.0,85,1,0,1,1142,51,415,90,69,37,1,0,0,1,0,0,0,1804,-2.7953082963779248,-0.370103215707169,-0.3431588627600353
1094,49,31454.0,0,306.0,40,1,1,0,28,0,11,0,0,9,0,0,0,0,0,0,0,48,1.812475637825677,0.3849134221373805,0.12666236850394014
1095,62,47139.0,2,348.0,2,0,1,0,46,0,12,0,2,23,0,0,0,0,0,0,1,83,1.6000851250239299,-0.24843697977032522,0.07940905823796941
1096,51,19656.0,1,254.0,94,1,1,0,25,4,9,6,8,32,0,0,0,0,0,0,0,84,1.437656728385699,0.16343232731125104,0.37401002459529664
1097,44,45579.0,2,699.0,10,1,0,1,145,1,33,2,1,1,0,0,0,0,0,0,0,183,0.7529265948981625,-0.40881999794051727,-0.6403722879167127
1098,59,85485.0,1,695.0,73,0,0,0,630,26,611,44,18,54,0,0,0,0,0,0,0,1383,-1.5869588778982755,-0.8954084244797939,-0.04194034834706696
1099,39,55956.0,1,48.0,22,1,1,0,760,38,104,50,9,38,0,1,0,0,0,0,0,999,-0.44635578955929384,0.0368044742799101,-0.4583714836515737
1100,38,64191.0,2,102.0,30,0,0,1,420,15,186,151,38,15,0,0,0,0,0,0,0,825,-1.8678716191928515,0.2015623076352874,0.07386305256453672
1101,45,38808.0,0,317.0,21,0,1,0,125,17,52,3,19,30,1,0,0,0,0,0,1,246,1.0011784096031435,1.2927402046037064,-0.10534837952142118
1102,41,57183.0,2,41.0,51,1,0,1,464,5,64,7,0,70,0,0,0,0,0,0,0,610,-0.08898601415520134,3.588297425113664,0.24997242784040805
1103,31,23748.0,0,403.0,97,0,0,1,6,6,29,12,15,8,0,0,0,0,0,0,0,76,1.623310811039831,0.3667829853445028,0.24741340549898805
1104,32,66303.0,0,206.0,56,1,1,0,1090,12,96,16,12,60,0,1,0,0,0,0,0,1286,-0.4672615852364025,1.157217521145609,0.4080089593290329
1105,54,37368.0,2,358.0,4,1,0,1,3,2,11,2,2,10,1,0,0,0,0,0,0,30,1.7467710982008398,-0.979518588098301,-0.03362601932835367
1106,62,40800.0,2,115.0,77,1,1,0,24,0,27,8,30,10,0,0,0,0,0,1,0,99,1.4635274476844367,-0.021573348198388083,-0.2971968396524927
1107,39,71847.0,0,264.0,95,0,1,0,737,21,106,55,63,210,0,0,0,1,0,0,0,1192,-2.117992568828508,-0.972575280774927,-0.5026560052169965
1108,51,46149.0,2,643.0,36,1,1,0,254,6,71,4,0,27,0,0,0,0,0,0,0,362,-0.06318790671585793,1.1692986523585622,0.4889078899191609
1109,66,49118.0,1,313.0,90,0,0,0,620,54,239,99,98,119,0,1,0,0,1,0,1,1229,-1.9874492004277116,1.1412833203123427,-1.0271360231624775
1110,56,37633.0,0,8.0,49,1,0,1,13,4,20,0,0,1,0,0,0,0,0,0,0,38,2.1413049495250047,0.0424026930830306,-0.11881491025995208
1111,70,39767.0,0,83.0,18,1,0,1,113,61,204,34,26,47,0,0,0,0,0,0,0,485,0.1571266870513641,0.9985796521582242,-1.3264618653354099
1112,51,26997.0,1,523.0,89,1,0,0,7,23,78,133,49,144,0,0,0,0,0,0,0,434,0.5869874541282173,0.18826953038143324,-0.35161690366064635
1113,42,33986.0,1,672.0,43,0,1,0,16,2,18,2,1,5,0,0,0,0,0,0,0,44,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
1114,48,57091.0,2,467.0,82,1,0,1,462,0,24,6,0,4,0,1,0,0,0,0,1,496,-0.17918588720254353,1.045082717344145,-1.4305548226235407
1115,46,46831.0,1,585.0,84,1,0,0,22,2,10,6,4,34,0,0,0,0,0,0,0,78,1.00719271854184,-1.0479820280555006,0.795737536314522
1116,39,52531.0,1,195.0,68,1,1,0,283,112,151,51,72,125,0,0,0,0,0,0,0,794,-0.9208098126203081,0.6858595714583945,-1.0727194214562508
1117,50,15759.0,3,544.0,12,1,1,0,1,2,5,6,0,3,0,0,0,0,0,0,0,17,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
1118,36,22804.0,0,646.0,75,0,1,0,14,1,7,2,1,1,0,0,0,0,0,0,0,26,2.150498677897083,-0.19810397660600346,-0.6292034604098581
1119,39,43050.0,1,212.0,10,1,0,0,30,5,24,6,3,8,0,0,0,0,0,0,0,76,1.0729661147831375,-0.5622667442709168,0.13171670522986784
1120,31,42997.0,0,689.0,91,0,0,1,4,0,5,0,1,5,0,0,0,0,0,0,0,15,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
1121,43,48918.0,0,680.0,21,0,0,1,52,0,9,0,0,1,0,0,0,0,0,0,0,62,1.0405467003951578,-0.9369800396967108,0.47410090811875505
1122,57,60033.0,2,647.0,28,1,0,1,62,1,57,19,11,48,0,0,0,0,0,0,0,198,0.15435120417570802,-1.1530785977770328,0.5921903224110063
1123,63,34043.0,0,343.0,97,1,0,1,20,2,14,3,0,10,0,0,0,0,0,0,0,49,2.150498677897083,-0.19810397660600346,-0.6292034604098581
1124,63,57811.0,0,601.0,49,1,1,0,545,7,114,37,21,78,0,1,0,0,0,0,0,802,-1.248773413470758,1.6433757198968377,0.017814650917709535
1125,42,7500.0,1,583.0,5,0,1,0,6,5,4,13,4,25,0,0,0,0,0,0,0,57,1.2620620849525237,0.33458041897305896,0.8352748871517679
1126,43,23148.0,0,546.0,83,1,0,0,4,6,8,6,3,10,0,0,0,0,0,0,0,37,1.6067026767296324,-0.5674347352859898,-0.41607749932007654
1127,58,44267.0,0,297.0,48,0,1,0,183,5,65,3,5,49,0,0,0,0,0,0,0,310,1.0077271046923857,1.85245917553914,0.22347428183748044
1128,43,71626.0,1,333.0,94,1,1,0,546,72,376,94,145,72,0,1,0,0,0,0,0,1305,-1.40388097191052,-0.7705488522731725,-0.1536349748515153
1129,41,60894.0,1,103.0,61,1,1,0,606,7,155,10,0,54,0,0,0,0,0,0,0,832,-1.0088705721692346,2.433922839188539,-0.6417884703490899
1130,37,50200.0,2,204.0,70,1,1,0,266,6,51,8,6,64,0,0,0,0,0,0,0,401,0.5423401156535649,2.421833536165427,0.09234566271091083
1131,51,81051.0,2,78.0,43,1,0,1,1142,29,249,38,29,14,0,1,1,0,0,0,0,1501,-2.2794863980014015,-0.8244172807603556,-0.18730746416654845
1132,60,65169.0,1,92.0,23,1,1,0,1074,0,69,0,0,46,1,0,1,1,1,0,1,1189,-2.286366417788976,0.9012995325147587,-1.9334501736125607
1133,36,59868.0,1,247.0,37,1,1,0,771,51,154,54,10,154,0,0,0,0,0,0,0,1194,-1.828426961298509,3.318544984276894,-0.3426630935314249
1134,48,65695.0,1,370.0,50,1,0,1,371,32,189,0,58,6,0,0,0,0,0,0,0,656,-1.36397829496796,-0.09982789297894928,-0.14644894168838027
1135,36,45143.0,2,549.0,74,1,0,1,202,5,74,11,5,14,0,0,0,0,0,0,0,311,0.4797423836027156,0.9236239916544549,-0.5692748647806894
1136,61,59060.0,0,482.0,77,1,0,0,35,40,111,36,40,12,0,0,0,0,0,0,0,274,0.037508468720401596,-0.12577477984989321,0.377743189680302
1137,29,27238.0,0,131.0,39,0,0,1,37,0,17,0,0,3,0,0,0,0,0,0,0,57,1.8448950522136567,0.7596267175631747,-0.21572183438494744
1138,44,47009.0,2,489.0,89,1,1,0,171,45,73,59,10,90,0,0,0,0,0,0,0,448,-0.3140847547036756,0.2679640904388057,0.7930951930326775
1139,35,46094.0,0,605.0,62,1,0,0,12,2,20,3,2,5,0,0,0,0,0,0,0,44,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
1140,48,40321.0,1,366.0,59,1,1,0,44,4,21,6,0,27,0,0,0,0,0,0,0,102,1.4635274476844367,-0.021573348198388083,-0.2971968396524927
1141,38,37235.0,2,452.0,68,1,1,0,20,2,9,4,6,20,0,0,0,0,0,0,0,61,1.18629810610673,-1.4043503409576823,0.3403182558593114
1142,49,81843.0,0,37.0,13,1,0,1,779,86,537,34,69,138,0,0,0,0,0,0,0,1643,-2.8504916224906545,-0.6935883698986139,0.16910006471733496
1143,32,46692.0,0,166.0,37,1,0,1,170,6,97,24,12,88,0,0,0,0,0,0,0,397,0.29408830094858357,0.7202733336212029,-0.44267824568438097
1144,42,77382.0,1,342.0,36,1,1,0,491,48,231,112,105,134,0,0,1,0,0,0,0,1121,-2.833410695006269,-0.6895300626843026,0.5154594723800183
1145,54,37774.0,1,149.0,28,0,1,0,173,8,107,7,2,176,1,0,0,0,0,1,1,473,0.8636861647983123,1.7833151432426486,-0.5027018521050044
1146,58,18393.0,0,583.0,2,1,0,0,7,10,13,16,0,4,0,0,0,0,0,0,0,50,1.6491815303385684,0.18177730983486343,-0.423793458748801
1147,59,24711.0,1,235.0,86,1,1,0,10,7,25,6,3,7,0,0,0,0,0,0,0,58,1.45346800846348,-0.3960720978934475,-0.6318650831126554
1148,25,45503.0,1,169.0,54,1,0,1,97,4,44,6,1,18,0,0,0,0,0,0,0,170,0.7205071805101825,-0.7835332933663116,-0.2979880850278253
1149,49,71604.0,1,271.0,3,1,0,1,345,53,528,98,75,97,1,0,0,0,0,0,1,1196,-0.7821377329055897,-0.1289610806360896,-1.0488945880071507
1150,41,27244.0,2,19.0,84,1,1,0,6,5,17,3,24,46,0,0,0,0,0,0,0,101,1.4109202982380835,-0.26656741656320293,0.20016009523301745
1151,42,48752.0,2,335.0,8,1,1,0,73,57,100,71,15,0,0,0,0,0,0,0,1,316,0.8711694273528925,2.079322807111077,-0.15313161605298142
1152,30,71434.0,1,148.0,4,1,1,0,711,36,217,172,96,168,0,1,0,1,0,0,0,1400,-1.1429246847017458,0.5052844593416433,-0.12315403450486934
1153,46,51948.0,1,173.0,51,1,1,0,82,33,54,71,30,41,0,0,0,0,0,0,0,311,0.23493245641298863,-0.08443970567904521,-0.2741439721577726
1154,37,71853.0,2,664.0,29,1,1,0,358,108,413,141,97,32,0,0,0,0,0,0,0,1149,-1.5380039410594912,-1.8204705056689705,1.1893086799096533
1155,40,35876.0,1,92.0,13,1,0,1,66,2,40,4,3,14,0,0,0,0,0,0,0,129,1.0786490990235018,-0.6175531927195768,-0.3845174270212986
1156,52,40049.0,1,500.0,23,0,1,0,13,6,7,0,3,3,0,0,0,0,0,0,0,32,1.5742832623416525,-0.9421480307117842,-0.07369329643118884
1157,32,39660.0,0,72.0,36,0,1,0,139,13,78,20,13,36,0,0,0,0,0,0,1,299,1.042791552363202,1.4269468303404664,-0.9581211325602145
1158,39,50127.0,1,277.0,88,1,1,0,274,0,21,4,6,15,0,1,0,0,0,0,0,320,0.25471625491363553,-0.1627162457749407,-0.9362944259149624
1159,32,43263.0,0,199.0,2,1,0,1,262,6,61,0,10,102,0,0,0,0,0,0,0,441,-0.09998377608442974,0.3648001587890485,-0.019610282903280846
1160,35,18929.0,1,114.0,15,1,1,0,32,0,8,23,4,18,0,0,0,0,0,0,0,85,1.4017954264824652,-0.9047774733252668,-0.11376057353402463
1161,45,24367.0,2,564.0,58,0,0,0,2,4,2,0,11,5,0,0,0,0,0,0,0,24,2.3037333461632357,-0.36946661399854575,-0.4134158766172793
1162,52,33249.0,1,284.0,11,0,1,0,6,10,21,19,14,42,0,0,0,0,0,0,0,112,1.2419432065106102,-0.4144170804170598,0.16593840023144257
1163,66,26887.0,0,335.0,27,1,0,0,6,7,4,3,4,6,0,0,0,0,0,0,0,30,1.5742832623416525,-0.9421480307117842,-0.07369329643118884
1164,36,50150.0,1,680.0,32,1,0,1,135,46,92,65,61,11,0,0,0,0,0,0,0,410,-0.2825310511645735,0.027671966480506287,-0.3943458034662788
1165,39,62061.0,1,285.0,12,1,1,0,641,7,84,0,30,38,0,1,0,0,0,0,0,800,-1.2313205241919383,1.4260736875857738,-1.0237100240752228
1166,32,85696.0,0,417.0,88,0,0,1,714,76,395,116,0,12,0,0,0,0,0,0,1,1313,-1.9836071315976649,-1.3293726851385788,0.3960296070258933
1167,31,76542.0,0,70.0,91,1,0,1,794,73,573,0,29,14,0,0,0,0,0,0,0,1483,-2.348770538374413,-1.124912343304565,0.4708677848168449
1168,32,18227.0,1,690.0,21,1,1,0,1,2,7,4,3,11,0,0,0,0,0,0,0,28,2.08214910498941,-0.7623103462172175,0.04971936326665601
1169,52,69139.0,1,31.0,23,1,1,0,86,12,75,33,15,6,0,0,0,0,0,0,0,227,0.2091305937307112,-0.7781507566205038,-0.42724632682693076
1170,37,69109.0,1,585.0,10,1,1,0,823,25,459,124,29,95,0,0,1,0,0,0,1,1555,-1.3881385484491993,-0.45133655102677295,-0.33520086364251955
1171,24,38136.0,0,498.0,69,1,1,0,8,15,27,0,20,33,1,0,0,0,0,0,0,103,1.6325045394119095,0.12627631565546865,-0.2629751446509178
1172,32,62159.0,1,466.0,68,0,0,1,182,17,259,77,70,29,0,0,0,0,0,0,0,634,-1.1489427488833766,-0.266703131695711,-0.9384068429312176
1173,55,33316.0,1,504.0,34,0,0,1,79,1,31,4,4,12,0,0,0,0,0,0,0,131,1.0795148098723797,-0.0025477733354836115,0.46053936658876987
1174,31,58554.0,0,374.0,55,1,1,0,368,24,68,38,0,88,0,0,0,0,0,0,0,586,-0.15820129791175291,2.4090856361183577,0.08383845790685297
1175,38,17256.0,1,302.0,10,1,0,0,6,4,14,8,8,22,1,0,0,0,0,0,0,62,1.7857392076780616,-0.04508632173707352,-0.04718756085833922
1176,52,53034.0,0,422.0,30,0,1,0,160,15,196,15,11,50,0,0,0,0,0,0,0,447,0.3707179906432552,3.0742095129360374,0.8973351792181442
1177,58,52203.0,0,456.0,36,1,0,0,488,21,238,56,108,28,0,0,0,0,0,0,0,939,-2.202415889895835,0.4294418325780066,-1.0594873408365881
1178,21,59601.0,0,251.0,14,0,0,0,691,7,69,0,7,23,0,1,0,0,0,0,0,797,0.7542540800381918,0.8726335277927534,0.5425635775428571
1179,49,47025.0,1,153.0,52,0,1,0,254,7,108,20,0,26,0,0,0,0,0,0,0,415,-0.0842413526231088,0.6840124600354477,-0.2011761716942848
1180,32,37971.0,0,597.0,97,1,1,0,5,4,10,2,2,7,0,0,0,0,0,0,0,30,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
1181,52,41335.0,1,469.0,24,0,0,1,112,19,21,16,14,5,0,0,0,0,0,0,0,187,0.9586995559942072,0.5435281594828528,-0.09763242009269629
1182,36,67267.0,1,433.0,0,1,1,0,134,11,59,15,2,30,0,0,0,0,0,0,0,251,-0.19810773009724678,-1.3743451468724275,0.16248553215331324
1183,68,57338.0,0,62.0,96,0,1,0,143,6,52,11,8,17,0,0,0,0,0,0,0,237,0.40484411560579964,-0.2003013488921928,-0.21917470246307702
1184,51,50523.0,0,182.0,89,1,0,0,51,4,24,4,7,1,0,0,0,0,0,0,0,91,1.2586201974372695,-0.358916086237665,0.005120086133559241
1185,43,35791.0,2,268.0,94,0,0,1,27,0,5,0,0,3,0,0,0,0,0,0,0,35,1.955650866870873,-0.1609479649502212,0.007781708836356545
1186,46,50611.0,2,641.0,98,0,0,1,459,0,24,6,0,4,0,1,0,0,0,0,0,493,-0.47089902371800224,1.5032636755228201,1.3957712460557856
1187,22,56242.0,1,218.0,72,1,0,1,689,8,167,11,8,88,0,0,0,0,0,0,0,971,-1.5946836526544708,1.9818281417368766,-0.0830674779810817
1188,40,48904.0,2,395.0,1,0,1,0,283,10,38,0,13,27,0,0,0,0,0,0,0,371,0.505544246284993,1.6173350425959132,-0.4161725101115308
1189,64,56243.0,0,698.0,26,0,1,0,347,0,35,4,3,7,0,0,0,0,0,0,0,396,-0.2615464618737829,1.3916748852547183,1.1200474770641147
1190,37,21355.0,1,339.0,5,1,1,0,5,13,14,0,5,31,1,0,0,0,0,0,1,68,1.414431042369798,-0.4517876378035772,0.20600567733427794
1191,56,57420.0,1,663.0,22,1,0,1,280,0,18,0,0,24,0,1,0,0,0,0,0,322,0.46048921600968046,0.7896319116484298,-0.393554558090946
1192,38,46390.0,1,234.0,56,0,0,1,95,14,64,2,9,38,0,0,0,0,0,0,0,222,0.9219036866256355,-0.2609703340866605,-0.6061505929151378
1193,41,54342.0,1,216.0,74,1,0,0,84,10,34,11,10,28,0,0,0,0,0,0,0,177,0.9363395808271842,0.5433136137521182,0.5794200262563535
1194,46,20895.0,1,185.0,24,1,1,0,18,3,17,3,0,4,0,0,0,0,0,0,0,45,1.978010842037896,-0.16073341921948614,-0.6692707375126938
1195,56,92344.0,1,47.0,9,1,1,0,992,24,694,51,19,119,1,0,1,0,0,0,0,1899,-2.213609202791408,-1.754512774158675,0.4888470361646853
1196,39,26907.0,1,61.0,10,1,0,0,9,1,7,0,3,2,0,0,0,0,0,0,0,22,1.769996784216741,-0.36429862298347293,0.13437832793266505
1197,54,44964.0,2,186.0,35,1,1,0,19,1,17,2,0,2,0,0,0,0,0,0,0,41,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
1198,49,75507.0,3,419.0,56,1,1,0,709,93,374,104,80,80,0,0,0,0,0,0,0,1440,-1.7077741317764474,-0.34933249166145725,-0.6001121350285333
1199,54,53761.0,1,633.0,7,1,0,1,158,0,76,13,7,71,0,0,0,0,0,0,0,325,0.22256306385046143,1.1685612247363775,1.5618859365683877
