,ID,User_Age,Income,Child_Count,Day_Cnt,Recency,Marital_Status_Joined,Education_Graduate,Education_Postgraduate,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
441,6233,66,65991.0,1,191.0,21,1,1,0,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0
442,4148,68,38988.0,0,327.0,90,1,1,0,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0
443,4947,25,89572.0,1,546.0,44,0,0,0,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1
444,3225,40,42207.0,0,104.0,71,1,0,1,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1
445,7540,55,50300.0,0,351.0,52,1,1,0,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0
446,10648,42,66664.0,1,263.0,78,1,0,0,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0
447,1992,50,60597.0,0,182.0,2,1,1,0,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1
448,7851,38,70165.0,1,385.0,60,0,1,0,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0
449,8594,61,50520.0,1,189.0,25,0,0,1,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0
450,7059,59,80124.0,1,423.0,47,1,1,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0
451,2815,45,33183.0,1,498.0,46,1,1,0,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0
452,2416,43,66582.0,1,255.0,83,0,0,1,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0
453,7999,34,75261.0,2,210.0,17,1,0,1,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1
454,9213,38,31880.0,1,660.0,13,0,1,0,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0
455,9697,42,53790.0,3,678.0,86,1,1,0,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0
456,3916,48,49269.0,0,652.0,92,1,0,1,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0
457,2021,30,61456.0,1,454.0,47,1,1,0,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0
458,1581,62,37406.0,1,35.0,18,1,1,0,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1
459,564,32,56937.0,0,642.0,81,1,0,1,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1
460,6619,50,38415.0,1,179.0,91,1,1,0,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0
461,9081,65,20518.0,0,280.0,58,0,1,0,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0
462,178,56,62503.0,1,152.0,40,1,1,0,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0
463,916,51,41644.0,0,3.0,67,0,0,1,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0
464,5512,39,55842.0,1,125.0,19,1,0,1,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0
465,8970,45,62010.0,0,118.0,93,1,0,1,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0
466,10581,59,41124.0,0,432.0,41,1,1,0,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0
467,5300,44,38961.0,1,606.0,60,1,0,1,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0
468,5154,63,37760.0,2,115.0,54,0,0,1,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0
469,8346,43,32233.0,1,683.0,26,0,1,0,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1
470,1676,39,43057.0,1,459.0,30,1,1,0,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0
471,9286,34,83151.0,1,262.0,93,1,0,1,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0
472,2426,33,78825.0,1,694.0,35,0,0,1,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1
473,5172,36,65104.0,2,543.0,4,1,0,1,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0
474,5562,26,60093.0,1,42.0,92,1,1,0,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0
475,3436,58,14045.0,1,496.0,24,1,1,0,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0
476,3921,42,28457.0,2,51.0,96,0,0,0,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0
477,3403,37,78952.0,1,37.0,11,1,0,1,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0
478,22,42,46310.0,1,614.0,99,0,1,0,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0
479,10965,37,76005.0,1,606.0,72,1,1,0,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0
480,9426,41,58308.0,1,181.0,77,0,0,1,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0
481,6605,42,55614.0,1,322.0,85,0,0,1,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0
482,3136,40,59432.0,1,679.0,88,0,0,1,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0
483,8737,39,55563.0,1,242.0,22,0,1,0,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0
484,11088,54,78642.0,0,627.0,83,1,0,1,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0
485,716,50,67911.0,0,653.0,63,1,0,1,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0
486,466,38,65275.0,1,227.0,9,1,1,0,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0
487,9135,40,27203.0,1,368.0,92,1,1,0,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
488,10623,45,48330.0,1,154.0,2,1,0,1,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
489,8151,62,24279.0,0,609.0,6,1,0,0,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0
490,5140,56,64355.0,1,643.0,66,1,0,1,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0
491,10160,38,50943.0,1,573.0,49,1,0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
492,4945,59,53653.0,0,492.0,29,0,1,0,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0
493,10584,50,65665.0,1,533.0,77,1,1,0,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0
494,6071,70,81217.0,0,214.0,77,0,1,0,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
495,3386,52,34935.0,1,442.0,71,1,1,0,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
496,8939,36,61250.0,1,85.0,49,0,1,0,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0
497,9925,43,39665.0,1,434.0,97,1,0,1,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0
498,4320,65,60152.0,1,38.0,6,0,1,0,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0
499,5389,70,48920.0,0,452.0,93,1,1,0,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0
500,6036,64,89120.0,2,692.0,78,1,0,1,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0
501,182,53,44124.0,1,226.0,62,1,0,1,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0
502,203,24,81169.0,0,547.0,47,0,0,1,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0
503,11025,29,36443.0,1,674.0,9,1,1,0,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
504,10203,58,26095.0,1,373.0,77,0,1,0,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0
505,4607,61,71367.0,0,599.0,24,1,1,0,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
506,3711,38,80184.0,1,209.0,19,1,0,1,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0
507,3696,25,30630.0,0,345.0,67,0,1,0,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0
508,2532,22,73454.0,0,373.0,95,0,0,1,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0
509,9214,55,42691.0,1,560.0,48,1,1,0,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0
510,4943,33,70503.0,1,400.0,73,1,1,0,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0
511,35,35,25545.0,1,458.0,35,1,1,0,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1
512,2258,50,32880.0,2,252.0,76,1,1,0,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0
513,4322,55,77863.0,0,104.0,20,1,0,1,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
514,713,68,50353.0,1,414.0,72,1,0,1,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0
515,4702,39,61839.0,0,441.0,20,0,1,0,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0
516,3281,53,49154.0,2,511.0,69,1,0,1,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0
517,702,24,47682.0,1,364.0,80,0,0,0,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0
518,2004,55,72679.0,0,310.0,65,0,1,0,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0
519,4769,70,57954.0,0,120.0,52,1,0,1,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0
520,4437,49,65316.0,2,153.0,65,1,1,0,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0
521,8724,27,28567.0,0,120.0,57,0,1,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
522,10741,23,47352.0,0,317.0,70,1,0,1,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
523,1991,61,44931.0,0,637.0,0,1,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0
524,6931,27,76982.0,1,659.0,19,0,1,0,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1
525,11096,28,57247.0,1,572.0,50,1,0,0,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
526,304,56,22944.0,0,214.0,67,0,0,1,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0
527,3665,37,25315.0,0,21.0,46,1,0,0,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0
528,10591,50,43638.0,0,686.0,37,0,1,0,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0
529,5036,54,42710.0,2,238.0,38,0,0,1,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0
530,5547,39,84169.0,1,499.0,9,1,0,1,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1
531,7822,45,54058.0,1,284.0,56,1,1,0,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0
532,8541,37,24683.0,2,11.0,98,1,0,0,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0
533,10955,52,85620.0,2,431.0,68,0,1,0,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1
534,4368,32,47850.0,1,377.0,72,1,1,0,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0
535,9671,63,19514.0,1,444.0,47,1,1,0,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1
536,2256,47,27159.0,1,162.0,33,1,0,1,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
537,4279,47,39548.0,0,134.0,87,0,0,0,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0
538,5371,62,21474.0,1,325.0,0,0,1,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1
539,9240,33,60504.0,1,188.0,73,0,0,1,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0
540,9460,37,22419.0,1,234.0,74,1,1,0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
541,9504,45,81698.0,1,692.0,4,1,0,1,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1
542,8692,30,43462.0,1,578.0,50,1,1,0,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
543,448,32,54880.0,0,326.0,57,0,0,1,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0
544,8314,38,79908.0,1,390.0,30,1,1,0,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0
545,8420,24,15315.0,1,113.0,27,1,0,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
546,3174,50,87771.0,0,173.0,61,1,1,0,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1
547,7685,34,33039.0,1,208.0,4,1,1,0,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
548,3179,46,81741.0,2,154.0,75,0,1,0,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0
549,9780,41,71499.0,2,92.0,12,1,0,1,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0
550,10681,51,62466.0,2,90.0,13,1,0,0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
551,10232,25,48799.0,1,82.0,9,0,0,1,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0
552,4184,43,52157.0,1,142.0,48,1,0,1,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0
553,9120,51,66565.0,0,437.0,80,0,1,0,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0
554,891,65,29298.0,0,235.0,60,1,0,1,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0
555,10381,62,47691.0,2,655.0,43,0,1,0,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
556,3525,36,38200.0,1,485.0,19,1,1,0,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
557,6818,32,44989.0,0,450.0,26,1,1,0,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
558,3526,44,38443.0,0,330.0,58,1,0,1,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0
559,8181,55,38593.0,1,403.0,42,0,0,0,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0
560,1029,36,64413.0,1,293.0,27,1,0,1,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
561,7369,34,36959.0,0,378.0,56,1,0,1,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0
562,2574,43,61996.0,1,369.0,27,1,0,1,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1
563,8159,44,51287.0,1,165.0,10,1,1,0,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0
564,1160,51,13260.0,1,236.0,48,1,1,0,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0
565,10242,64,47472.0,1,22.0,39,1,0,1,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0
566,5253,52,54603.0,1,571.0,85,1,0,1,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0
567,5966,63,45207.0,2,295.0,64,1,0,1,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0
568,5314,35,40689.0,1,359.0,69,1,1,0,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0
569,5081,44,47821.0,2,569.0,54,1,0,0,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
570,5123,40,27450.0,1,655.0,57,1,0,1,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0
571,5756,46,39453.0,2,153.0,64,1,1,0,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0
572,8036,36,26850.0,1,289.0,10,1,0,0,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0
573,9058,44,79800.0,1,332.0,65,0,1,0,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1
574,5057,33,61794.0,1,270.0,74,1,0,1,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0
575,254,37,53863.0,1,514.0,4,1,1,0,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0
576,4179,46,24221.0,2,89.0,94,1,1,0,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0
577,3710,44,39684.0,2,310.0,41,0,0,1,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1
578,7627,48,92163.0,2,286.0,25,1,0,1,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1
579,4501,58,69882.0,2,355.0,94,0,0,1,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0
580,6424,40,33178.0,2,596.0,9,1,1,0,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0
581,3075,63,59973.0,1,468.0,47,1,0,1,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0
582,4992,47,17459.0,2,252.0,12,1,0,1,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1
583,5252,63,23910.0,0,440.0,80,0,1,0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0
584,7444,31,42169.0,1,87.0,20,1,0,1,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0
585,6919,43,26224.0,2,72.0,39,1,0,0,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0
586,3537,59,31089.0,0,644.0,57,1,1,0,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0
587,10277,53,30081.0,1,288.0,27,0,1,0,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0
588,2453,59,62807.0,1,43.0,83,1,1,0,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
589,7972,55,72906.0,0,313.0,79,0,1,0,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0
590,895,30,61467.0,1,625.0,69,1,0,1,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0
591,1177,39,49618.0,0,564.0,77,1,0,1,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0
592,7141,49,21888.0,0,231.0,15,0,0,1,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1
593,7232,37,42429.0,1,150.0,99,0,1,0,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0
594,8477,42,26150.0,0,291.0,61,0,1,0,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0
595,2457,39,30801.0,1,283.0,23,1,0,0,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0
596,988,45,81168.0,1,611.0,84,1,1,0,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0
597,7930,45,26877.0,2,253.0,74,0,0,1,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0
598,4587,36,45006.0,1,390.0,90,0,0,1,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0
599,6682,33,18978.0,1,681.0,41,1,0,0,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0
600,6222,53,22574.0,1,493.0,28,1,1,0,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
601,10299,54,48240.0,1,667.0,73,0,0,1,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1
602,3083,59,45837.0,0,285.0,88,1,1,0,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0
603,8953,66,35791.0,2,567.0,94,0,0,1,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0
604,1503,48,162397.0,2,519.0,31,1,0,1,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0
605,8650,28,54162.0,1,547.0,31,0,1,0,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0
606,10862,41,30522.0,1,138.0,6,1,0,1,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0
607,2782,58,54456.0,3,475.0,23,1,0,1,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0
608,6941,39,31632.0,1,611.0,92,0,1,0,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0
609,10972,49,72298.0,0,53.0,52,0,1,0,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0
610,10708,45,36975.0,0,314.0,50,0,0,0,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0
611,6583,70,72635.0,0,346.0,54,1,0,0,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0
612,3641,41,13624.0,1,565.0,93,1,1,0,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0
613,10156,47,84196.0,3,244.0,56,0,1,0,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0
614,4299,45,70971.0,0,597.0,28,1,1,0,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1
615,3469,40,34487.0,2,338.0,94,0,0,1,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0
616,5063,49,28769.0,3,419.0,76,0,1,0,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0
617,10727,38,69084.0,2,391.0,43,1,0,1,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0
618,9624,36,65488.0,2,468.0,46,1,0,1,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0
619,5156,54,62466.0,1,681.0,13,1,0,0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
620,4376,53,32218.0,1,353.0,27,0,0,0,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1
621,8923,43,83917.0,0,350.0,12,0,1,0,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1
622,8461,65,46102.0,0,111.0,3,0,1,0,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
623,6945,36,84574.0,1,183.0,72,0,1,0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0
624,944,59,56181.0,0,391.0,6,1,1,0,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0
625,1907,38,63120.0,1,525.0,53,0,0,1,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1
626,701,39,73691.0,1,391.0,58,1,1,0,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0
627,3856,54,63381.0,1,646.0,78,1,1,0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
628,4149,37,76140.0,2,661.0,57,1,0,1,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0
629,2131,37,62859.0,1,558.0,37,0,0,1,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0
630,2942,44,45906.0,1,222.0,20,0,1,0,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0
631,1173,56,77632.0,0,16.0,73,1,0,1,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1
632,4381,44,46463.0,1,165.0,56,1,0,1,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0
633,4611,54,105471.0,0,134.0,36,1,1,0,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1
634,3376,41,55282.0,0,437.0,9,0,0,1,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0
635,4679,52,78710.0,3,111.0,42,1,0,1,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0
636,10928,62,66886.0,0,390.0,28,1,1,0,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0
637,4248,52,98777.0,1,537.0,23,0,0,1,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0
638,6728,64,29103.0,1,639.0,38,1,1,0,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0
639,6661,43,67445.0,1,235.0,63,1,1,0,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
640,4725,54,50616.0,1,632.0,71,1,0,1,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0
641,3277,66,49431.0,0,47.0,9,0,1,0,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0
642,5555,55,153924.0,1,546.0,81,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
643,2564,50,61278.0,1,418.0,87,1,1,0,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0
644,946,67,26490.0,0,476.0,92,1,0,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0
645,3867,43,73059.0,2,315.0,36,1,0,1,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0
646,6940,44,46734.0,0,524.0,86,0,0,1,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0
647,55,44,56253.0,1,198.0,83,1,1,0,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0
648,7093,37,19986.0,1,37.0,74,1,1,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
649,5084,56,58330.0,1,286.0,87,0,1,0,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
650,1777,54,25965.0,0,132.0,29,1,0,0,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0
651,8162,29,14661.0,1,671.0,88,1,0,1,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0
652,10826,40,18690.0,1,686.0,77,1,1,0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
653,8754,64,45068.0,1,77.0,25,1,0,1,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0
654,1987,59,21063.0,1,695.0,34,0,0,0,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0
655,11007,39,29187.0,0,142.0,43,1,0,1,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0
656,7426,61,54690.0,1,176.0,76,1,0,0,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0
657,9153,56,59304.0,0,645.0,81,1,0,1,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0
658,10379,67,59247.0,1,302.0,87,0,0,1,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0
659,9204,48,66731.0,3,251.0,33,0,1,0,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0
660,3197,51,77353.0,1,569.0,38,1,1,0,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0
661,2920,29,52614.0,1,227.0,63,0,0,1,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
662,6961,39,26751.0,1,186.0,26,1,1,0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0
